timestamp,T2M,RH2M,WS10M,WD10M,PRECTOTCORR,PS,T2MDEW
2019-07-29 18:00:00,31.73,65.21,3.18,107.4,0.0,97.56,24.42
2019-07-29 19:00:00,30.55,69.54,2.95,106.3,0.0,97.63,24.38
2019-07-29 20:00:00,29.82,72.85,3.06,109.3,0.0,97.69,24.45
2019-07-29 21:00:00,29.16,76.38,3.07,111.8,0.0,97.72,24.59
2019-07-29 22:00:00,28.61,79.83,2.86,112.0,0.0,97.73,24.81
2019-07-29 23:00:00,28.16,82.81,2.68,112.2,0.0,97.7,24.99
2019-07-30 00:00:00,27.97,84.21,3.13,110.4,0.0,97.69,25.08
2019-07-30 01:00:00,27.71,85.89,3.48,102.0,0.02,97.72,25.15
2019-07-30 02:00:00,27.35,88.01,3.21,90.9,0.03,97.71,25.21
2019-07-30 03:00:00,26.98,90.03,2.72,82.2,0.03,97.67,25.23
2019-07-30 04:00:00,26.71,91.5,2.59,79.3,0.03,97.66,25.23
2019-07-30 05:00:00,26.77,91.59,2.85,78.1,0.06,97.68,25.31
2019-07-30 06:00:00,27.92,87.32,2.97,78.7,0.09,97.71,25.64
2019-07-30 07:00:00,30.72,71.84,4.06,100.2,0.08,97.75,25.08
2019-07-30 08:00:00,32.52,62.29,4.91,102.9,0.12,97.79,24.4
2019-07-30 09:00:00,33.76,56.9,5.72,104.6,0.03,97.82,24.04
2019-07-30 10:00:00,34.81,53.24,6.3,107.0,0.01,97.79,23.92
2019-07-30 11:00:00,35.67,50.32,6.64,108.2,0.01,97.72,23.75
2019-07-30 12:00:00,36.23,48.6,6.76,108.7,0.01,97.64,23.69
2019-07-30 13:00:00,36.54,47.49,6.38,108.0,0.01,97.55,23.59
2019-07-30 14:00:00,36.72,46.44,5.66,106.7,0.0,97.47,23.38
2019-07-30 15:00:00,36.5,46.23,5.04,105.9,0.0,97.43,23.12
2019-07-30 16:00:00,35.67,47.9,4.59,107.4,0.0,97.42,22.96
2019-07-30 17:00:00,34.16,53.35,3.91,110.7,0.0,97.44,23.34
2019-07-30 18:00:00,32.14,61.41,2.87,113.9,0.0,97.5,23.79
2019-07-30 19:00:00,30.99,65.19,2.93,120.2,0.0,97.58,23.71
2019-07-30 20:00:00,30.15,68.45,3.27,125.9,0.01,97.66,23.73
2019-07-30 21:00:00,29.37,72.31,3.35,128.6,0.01,97.71,23.89
2019-07-30 22:00:00,28.8,75.74,3.1,129.4,0.0,97.72,24.12
2019-07-30 23:00:00,28.3,79.11,2.44,128.0,0.01,97.7,24.36
2019-07-31 00:00:00,27.87,82.22,1.75,123.6,0.01,97.65,24.57
2019-07-31 01:00:00,27.5,84.82,1.42,115.5,0.02,97.61,24.75
2019-07-31 02:00:00,27.12,87.17,1.41,109.5,0.01,97.59,24.82
2019-07-31 03:00:00,26.86,88.99,1.5,109.5,0.01,97.59,24.92
2019-07-31 04:00:00,26.63,90.84,1.59,111.7,0.02,97.62,25.03
2019-07-31 05:00:00,26.78,90.79,2.2,113.1,0.02,97.67,25.17
2019-07-31 06:00:00,27.97,84.73,2.91,119.5,0.01,97.73,25.19
2019-07-31 07:00:00,29.93,72.45,3.7,121.4,0.02,97.76,24.46
2019-07-31 08:00:00,31.56,64.35,3.84,117.3,0.0,97.8,24.04
2019-07-31 09:00:00,32.6,60.14,3.97,114.9,0.0,97.79,23.89
2019-07-31 10:00:00,33.28,57.27,4.19,115.8,0.0,97.76,23.7
2019-07-31 11:00:00,33.88,54.96,4.28,119.1,0.0,97.69,23.58
2019-07-31 12:00:00,34.52,52.96,4.07,121.3,0.0,97.6,23.56
2019-07-31 13:00:00,34.99,51.39,3.55,119.0,0.0,97.51,23.49
2019-07-31 14:00:00,34.85,51.23,2.92,114.0,0.0,97.43,23.31
2019-07-31 15:00:00,34.46,52.21,2.25,109.2,0.0,97.38,23.26
2019-07-31 16:00:00,33.98,53.15,1.59,109.1,0.0,97.36,23.13
2019-07-31 17:00:00,33.25,56.26,1.18,108.3,0.0,97.35,23.38
2019-07-31 18:00:00,32.15,61.6,1.03,109.3,0.0,97.4,23.82
2019-07-31 19:00:00,31.24,66.64,1.15,123.7,0.0,97.46,24.29
2019-07-31 20:00:00,30.58,68.74,1.39,136.5,0.0,97.54,24.19
2019-07-31 21:00:00,29.9,71.3,1.71,141.7,0.0,97.61,24.15
2019-07-31 22:00:00,29.34,73.48,2.15,143.9,0.0,97.65,24.13
2019-07-31 23:00:00,28.81,75.69,2.57,147.1,0.0,97.66,24.12
2019-08-01 00:00:00,28.25,78.36,2.79,149.1,0.0,97.62,24.16
2019-08-01 01:00:00,27.74,81.06,2.75,146.7,0.0,97.59,24.22
2019-08-01 02:00:00,27.35,83.15,2.59,142.7,0.0,97.55,24.26
2019-08-01 03:00:00,27.08,84.55,2.38,136.9,0.0,97.53,24.28
2019-08-01 04:00:00,26.82,86.09,2.05,126.3,0.0,97.55,24.33
2019-08-01 05:00:00,26.85,86.37,2.04,110.7,0.0,97.6,24.41
2019-08-01 06:00:00,28.35,79.14,2.67,110.8,0.0,97.67,24.42
2019-08-01 07:00:00,29.88,72.4,3.43,109.8,0.0,97.72,24.4
2019-08-01 08:00:00,31.01,67.85,4.14,109.3,0.04,97.74,24.4
2019-08-01 09:00:00,32.37,62.87,4.73,110.0,0.02,97.71,24.4
2019-08-01 10:00:00,33.98,57.42,5.17,111.0,0.03,97.64,24.4
2019-08-01 11:00:00,35.16,53.53,5.25,113.7,0.03,97.56,24.32
2019-08-01 12:00:00,35.81,51.22,4.89,116.7,0.04,97.5,24.19
2019-08-01 13:00:00,35.97,50.38,4.53,119.3,0.08,97.45,24.06
2019-08-01 14:00:00,35.96,50.07,4.18,120.8,0.07,97.39,23.95
2019-08-01 15:00:00,35.71,50.04,3.83,123.1,0.05,97.35,23.7
2019-08-01 16:00:00,34.8,52.19,3.62,127.6,0.02,97.31,23.57
2019-08-01 17:00:00,33.7,56.64,3.34,131.6,0.0,97.31,23.91
2019-08-01 18:00:00,32.18,62.98,2.57,131.1,0.0,97.34,24.26
2019-08-01 19:00:00,31.3,65.84,2.62,125.2,0.0,97.4,24.17
2019-08-01 20:00:00,30.8,67.59,3.12,118.1,0.0,97.47,24.13
2019-08-01 21:00:00,30.22,70.02,3.51,113.1,0.0,97.54,24.17
2019-08-01 22:00:00,29.6,73.13,3.64,113.8,0.0,97.56,24.3
2019-08-01 23:00:00,29.03,76.21,3.49,118.6,0.0,97.54,24.43
2019-08-02 00:00:00,28.58,78.71,3.28,123.5,0.0,97.52,24.55
2019-08-02 01:00:00,28.32,80.36,3.11,125.2,0.01,97.49,24.64
2019-08-02 02:00:00,28.06,82.2,2.73,122.1,0.01,97.46,24.76
2019-08-02 03:00:00,27.82,83.88,2.41,120.9,0.03,97.45,24.87
2019-08-02 04:00:00,27.49,86.18,2.12,116.1,0.04,97.45,25.0
2019-08-02 05:00:00,27.49,86.98,2.26,109.1,0.07,97.46,25.14
2019-08-02 06:00:00,28.79,81.7,2.37,109.7,0.17,97.48,25.38
2019-08-02 07:00:00,31.2,70.12,1.97,102.3,0.27,97.5,25.12
2019-08-02 08:00:00,32.97,62.19,2.27,71.2,0.51,97.53,24.79
2019-08-02 09:00:00,33.82,59.07,2.94,59.1,0.64,97.54,24.74
2019-08-02 10:00:00,34.26,57.66,3.47,54.0,0.87,97.53,24.74
2019-08-02 11:00:00,34.38,57.75,4.05,51.8,1.25,97.47,24.87
2019-08-02 12:00:00,33.96,59.92,4.48,50.8,1.44,97.42,25.1
2019-08-02 13:00:00,33.11,63.9,4.58,49.1,1.75,97.38,25.38
2019-08-02 14:00:00,32.02,68.92,4.66,48.8,1.83,97.36,25.62
2019-08-02 15:00:00,30.31,77.15,4.64,52.9,1.74,97.34,25.89
2019-08-02 16:00:00,29.17,84.25,4.12,57.4,1.38,97.34,26.25
2019-08-02 17:00:00,28.62,88.73,3.2,60.8,0.85,97.34,26.6
2019-08-02 18:00:00,28.28,92.03,2.26,64.3,0.48,97.37,26.88
2019-08-02 19:00:00,28.17,93.61,1.97,75.3,0.28,97.4,27.06
2019-08-02 20:00:00,28.09,94.53,2.07,87.5,0.17,97.45,27.16
2019-08-02 21:00:00,28.03,95.05,2.18,94.2,0.12,97.47,27.18
2019-08-02 22:00:00,28.0,95.25,2.17,97.7,0.17,97.47,27.19
2019-08-02 23:00:00,27.93,95.62,2.1,97.4,0.35,97.45,27.19
2019-08-03 00:00:00,27.86,95.64,2.11,99.8,0.56,97.4,27.13
2019-08-03 01:00:00,27.73,95.7,2.18,104.4,0.49,97.34,27.01
2019-08-03 02:00:00,27.56,95.71,2.29,111.0,0.24,97.31,26.84
2019-08-03 03:00:00,27.4,95.66,2.38,115.6,0.06,97.32,26.67
2019-08-03 04:00:00,27.29,95.67,2.29,115.6,0.05,97.34,26.56
2019-08-03 05:00:00,27.27,95.52,2.32,112.0,0.04,97.38,26.51
2019-08-03 06:00:00,27.47,94.56,2.7,107.0,0.07,97.44,26.55
2019-08-03 07:00:00,27.83,92.94,2.92,105.3,0.33,97.51,26.61
2019-08-03 08:00:00,28.3,89.46,3.31,107.6,0.2,97.58,26.42
2019-08-03 09:00:00,28.81,85.46,3.92,103.6,0.21,97.62,26.15
2019-08-03 10:00:00,29.52,80.36,4.47,100.6,0.2,97.61,25.8
2019-08-03 11:00:00,30.22,75.39,4.76,98.1,0.17,97.58,25.41
2019-08-03 12:00:00,30.84,71.21,4.96,93.7,0.13,97.52,25.04
2019-08-03 13:00:00,31.34,67.97,5.04,89.7,0.1,97.46,24.74
2019-08-03 14:00:00,31.47,66.7,4.81,87.4,0.06,97.4,24.55
2019-08-03 15:00:00,31.43,66.58,4.29,88.3,0.05,97.35,24.48
2019-08-03 16:00:00,31.12,68.11,3.59,90.5,0.02,97.31,24.57
2019-08-03 17:00:00,30.44,72.18,2.79,91.0,0.0,97.32,24.89
2019-08-03 18:00:00,29.28,79.55,1.71,85.3,0.0,97.37,25.39
2019-08-03 19:00:00,28.74,82.67,1.51,76.2,0.01,97.43,25.52
2019-08-03 20:00:00,28.48,84.19,1.5,69.8,0.03,97.51,25.59
2019-08-03 21:00:00,28.24,85.73,1.57,67.9,0.08,97.55,25.65
2019-08-03 22:00:00,28.0,87.54,1.65,67.6,0.16,97.55,25.76
2019-08-03 23:00:00,27.76,89.38,1.81,68.0,0.24,97.54,25.87
2019-08-04 00:00:00,27.44,91.24,2.02,67.0,0.52,97.5,25.91
2019-08-04 01:00:00,27.1,93.11,2.06,64.1,0.86,97.45,25.92
2019-08-04 02:00:00,26.86,94.36,1.95,57.4,0.81,97.42,25.9
2019-08-04 03:00:00,26.74,94.96,1.8,50.0,0.55,97.39,25.89
2019-08-04 04:00:00,26.66,95.39,1.54,42.4,0.3,97.38,25.89
2019-08-04 05:00:00,26.71,95.07,1.39,32.7,0.21,97.38,25.88
2019-08-04 06:00:00,27.23,92.31,1.31,23.8,0.19,97.4,25.89
2019-08-04 07:00:00,28.22,87.57,0.79,25.6,0.22,97.41,25.98
2019-08-04 08:00:00,29.16,83.2,0.12,265.2,0.66,97.42,26.04
2019-08-04 09:00:00,29.68,81.18,0.75,239.7,0.84,97.42,26.14
2019-08-04 10:00:00,29.95,80.18,1.06,242.0,0.7,97.41,26.18
2019-08-04 11:00:00,30.18,79.53,0.8,235.1,0.49,97.38,26.26
2019-08-04 12:00:00,30.37,78.97,0.85,224.0,0.55,97.32,26.35
2019-08-04 13:00:00,30.5,78.54,1.16,234.1,0.42,97.25,26.37
2019-08-04 14:00:00,30.68,77.73,1.17,243.0,0.22,97.19,26.37
2019-08-04 15:00:00,30.85,77.25,1.08,240.1,0.07,97.15,26.43
2019-08-04 16:00:00,30.85,77.87,1.02,233.8,0.01,97.12,26.55
2019-08-04 17:00:00,30.59,78.31,0.96,233.5,0.01,97.12,26.4
2019-08-04 18:00:00,29.94,83.14,0.68,230.9,0.01,97.15,26.78
2019-08-04 19:00:00,29.97,80.71,0.54,220.5,0.02,97.21,26.3
2019-08-04 20:00:00,30.1,78.55,0.49,175.3,0.01,97.26,25.99
2019-08-04 21:00:00,29.55,81.65,0.94,132.8,0.01,97.29,26.1
2019-08-04 22:00:00,28.79,86.1,1.51,121.5,0.01,97.31,26.25
2019-08-04 23:00:00,28.36,87.84,1.81,116.6,0.01,97.31,26.17
2019-08-05 00:00:00,28.04,88.38,1.99,111.8,0.01,97.28,25.96
2019-08-05 01:00:00,27.72,89.33,2.23,105.6,0.01,97.25,25.82
2019-08-05 02:00:00,27.45,90.73,2.31,99.0,0.02,97.24,25.82
2019-08-05 03:00:00,27.22,92.18,2.22,92.3,0.03,97.25,25.86
2019-08-05 04:00:00,27.05,93.38,2.11,87.8,0.1,97.27,25.91
2019-08-05 05:00:00,27.11,93.44,2.18,85.8,0.16,97.31,25.99
2019-08-05 06:00:00,27.7,91.01,2.48,85.8,0.09,97.36,26.13
2019-08-05 07:00:00,29.04,84.48,2.17,96.3,0.19,97.39,26.18
2019-08-05 08:00:00,31.02,73.52,1.83,116.6,0.6,97.4,25.75
2019-08-05 09:00:00,32.67,66.05,1.29,134.1,0.32,97.38,25.52
2019-08-05 10:00:00,33.93,61.4,0.87,150.5,0.33,97.33,25.48
2019-08-05 11:00:00,34.84,58.25,0.79,163.2,0.27,97.26,25.44
2019-08-05 12:00:00,35.47,55.87,0.98,165.8,0.23,97.17,25.33
2019-08-05 13:00:00,35.79,54.46,1.23,163.5,0.21,97.1,25.19
2019-08-05 14:00:00,35.87,53.7,1.3,158.4,0.19,97.04,25.04
2019-08-05 15:00:00,35.84,53.27,1.1,160.4,0.1,96.99,24.88
2019-08-05 16:00:00,35.58,54.18,0.81,171.5,0.15,96.97,24.91
2019-08-05 17:00:00,34.96,55.94,0.65,189.8,0.08,96.98,24.86
2019-08-05 18:00:00,33.79,62.76,0.69,194.2,0.08,97.02,25.7
2019-08-05 19:00:00,32.95,68.53,0.91,189.5,0.3,97.06,26.39
2019-08-05 20:00:00,32.12,74.14,1.17,192.8,0.45,97.09,26.94
2019-08-05 21:00:00,31.59,76.82,1.18,200.3,0.88,97.12,27.05
2019-08-05 22:00:00,31.41,76.87,0.91,211.9,0.84,97.15,26.88
2019-08-05 23:00:00,31.32,75.45,0.56,225.7,0.7,97.16,26.48
2019-08-06 00:00:00,31.21,73.64,0.3,222.3,0.55,97.15,25.96
2019-08-06 01:00:00,31.04,71.54,0.25,135.0,0.57,97.13,25.3
2019-08-06 02:00:00,30.45,76.88,0.58,114.4,0.54,97.12,25.93
2019-08-06 03:00:00,29.83,80.6,0.79,114.6,0.8,97.11,26.14
2019-08-06 04:00:00,29.26,84.2,0.93,117.4,0.99,97.13,26.34
2019-08-06 05:00:00,29.14,85.76,0.9,124.6,1.29,97.18,26.52
2019-08-06 06:00:00,30.58,75.53,1.04,152.0,1.64,97.23,25.78
2019-08-06 07:00:00,32.43,67.54,1.16,193.9,1.85,97.28,25.68
2019-08-06 08:00:00,32.9,64.31,0.9,209.1,2.34,97.33,25.29
2019-08-06 09:00:00,33.36,63.64,0.09,144.5,2.99,97.34,25.54
2019-08-06 10:00:00,33.78,62.83,0.74,49.4,3.35,97.31,25.72
2019-08-06 11:00:00,33.99,62.62,1.08,52.5,3.65,97.26,25.86
2019-08-06 12:00:00,34.08,62.67,1.03,67.7,3.14,97.21,25.96
2019-08-06 13:00:00,33.99,63.33,0.94,91.8,3.16,97.17,26.05
2019-08-06 14:00:00,33.85,64.49,1.05,121.4,2.04,97.12,26.24
2019-08-06 15:00:00,33.48,66.88,1.33,139.6,1.62,97.1,26.5
2019-08-06 16:00:00,33.15,70.61,1.46,145.9,1.21,97.11,27.1
2019-08-06 17:00:00,32.42,72.93,1.69,150.3,1.03,97.13,26.94
2019-08-06 18:00:00,30.95,83.75,1.65,149.4,0.77,97.18,27.89
2019-08-06 19:00:00,30.02,88.11,1.86,146.4,0.53,97.22,27.86
2019-08-06 20:00:00,29.41,88.76,2.24,146.3,0.42,97.29,27.38
2019-08-06 21:00:00,28.92,89.72,2.53,146.1,0.52,97.34,27.09
2019-08-06 22:00:00,28.5,91.17,2.66,144.8,1.02,97.36,26.95
2019-08-06 23:00:00,28.13,92.72,2.55,143.8,1.67,97.33,26.86
2019-08-07 00:00:00,27.78,94.43,2.32,142.5,2.27,97.29,26.83
2019-08-07 01:00:00,27.49,95.8,1.99,139.5,2.03,97.25,26.79
2019-08-07 02:00:00,27.25,96.82,1.58,134.0,1.46,97.21,26.72
2019-08-07 03:00:00,27.07,97.19,1.24,122.8,0.94,97.19,26.61
2019-08-07 04:00:00,26.91,97.16,1.07,104.0,0.56,97.19,26.45
2019-08-07 05:00:00,27.05,96.31,0.98,80.1,0.45,97.22,26.43
2019-08-07 06:00:00,27.68,93.16,1.12,65.3,0.78,97.27,26.49
2019-08-07 07:00:00,29.09,84.56,0.88,78.2,2.62,97.33,26.24
2019-08-07 08:00:00,30.43,75.29,1.04,101.6,0.02,97.4,25.58
2019-08-07 09:00:00,31.76,66.35,1.33,116.8,0.02,97.43,24.74
2019-08-07 10:00:00,32.71,61.4,1.65,116.7,0.02,97.42,24.33
2019-08-07 11:00:00,33.38,59.41,1.98,108.9,0.02,97.39,24.41
2019-08-07 12:00:00,33.55,59.55,2.38,102.1,0.01,97.33,24.61
2019-08-07 13:00:00,33.3,61.39,2.77,98.3,0.01,97.27,24.88
2019-08-07 14:00:00,32.81,64.25,2.99,98.3,0.01,97.2,25.19
2019-08-07 15:00:00,32.28,66.99,3.05,99.6,0.0,97.16,25.39
2019-08-07 16:00:00,31.58,70.92,2.77,101.5,0.0,97.13,25.68
2019-08-07 17:00:00,30.66,75.58,2.39,104.8,0.0,97.12,25.86
2019-08-07 18:00:00,29.46,84.97,1.61,110.0,0.0,97.14,26.68
2019-08-07 19:00:00,29.1,87.73,1.19,117.6,0.0,97.17,26.87
2019-08-07 20:00:00,29.3,84.26,0.73,119.4,0.01,97.21,26.39
2019-08-07 21:00:00,29.5,80.51,0.25,96.8,0.04,97.24,25.82
2019-08-07 22:00:00,29.36,82.49,0.23,9.9,0.06,97.26,26.07
2019-08-07 23:00:00,28.94,83.14,0.58,350.1,0.06,97.27,25.81
2019-08-08 00:00:00,28.28,88.43,0.97,357.0,0.06,97.25,26.21
2019-08-08 01:00:00,27.67,92.32,1.34,8.1,0.04,97.23,26.34
2019-08-08 02:00:00,27.24,92.64,1.8,14.8,0.03,97.22,25.96
2019-08-08 03:00:00,26.9,92.53,2.48,15.7,0.01,97.23,25.62
2019-08-08 04:00:00,26.63,92.75,2.96,13.7,0.0,97.23,25.38
2019-08-08 05:00:00,26.6,92.59,3.0,11.9,0.0,97.25,25.32
2019-08-08 06:00:00,27.49,88.61,3.19,9.8,0.0,97.29,25.46
2019-08-08 07:00:00,29.4,79.23,2.45,12.5,0.0,97.33,25.46
2019-08-08 08:00:00,31.43,68.02,1.63,42.5,0.0,97.36,24.84
2019-08-08 09:00:00,33.05,60.29,1.76,105.1,0.0,97.37,24.35
2019-08-08 10:00:00,34.04,56.78,2.56,125.8,0.0,97.36,24.27
2019-08-08 11:00:00,34.35,56.41,3.22,129.7,0.0,97.32,24.45
2019-08-08 12:00:00,34.3,56.95,3.51,131.5,0.0,97.26,24.56
2019-08-08 13:00:00,33.89,58.2,3.47,131.1,0.0,97.19,24.55
2019-08-08 14:00:00,33.38,60.23,2.99,128.5,0.0,97.13,24.64
2019-08-08 15:00:00,32.97,63.36,2.27,122.8,0.0,97.09,25.11
2019-08-08 16:00:00,32.5,65.11,2.11,114.6,0.0,97.08,25.11
2019-08-08 17:00:00,31.57,68.8,1.87,110.9,0.0,97.09,25.14
2019-08-08 18:00:00,30.16,81.17,1.54,115.4,0.0,97.15,26.58
2019-08-08 19:00:00,29.42,84.54,1.86,124.5,0.0,97.22,26.57
2019-08-08 20:00:00,28.98,85.96,2.26,133.9,0.0,97.31,26.41
2019-08-08 21:00:00,28.56,87.85,2.62,136.7,0.0,97.36,26.36
2019-08-08 22:00:00,28.16,89.55,2.91,129.6,0.0,97.4,26.3
2019-08-08 23:00:00,27.85,90.29,3.1,118.6,0.0,97.41,26.15
2019-08-09 00:00:00,27.64,90.11,3.0,106.7,0.0,97.39,25.89
2019-08-09 01:00:00,27.45,89.5,2.9,93.8,0.0,97.34,25.59
2019-08-09 02:00:00,27.28,88.01,3.08,81.6,0.0,97.32,25.15
2019-08-09 03:00:00,27.08,86.54,3.45,73.3,0.0,97.32,24.66
2019-08-09 04:00:00,26.85,85.52,3.86,67.0,0.0,97.33,24.24
2019-08-09 05:00:00,26.82,84.22,4.39,62.0,0.0,97.35,23.96
2019-08-09 06:00:00,27.66,81.2,5.19,61.5,0.0,97.39,24.17
2019-08-09 07:00:00,29.5,74.45,7.2,81.3,0.0,97.43,24.49
2019-08-09 08:00:00,30.83,68.92,9.64,95.4,0.0,97.48,24.47
2019-08-09 09:00:00,31.51,66.49,10.14,99.4,0.0,97.51,24.53
2019-08-09 10:00:00,32.33,63.45,10.06,102.0,0.01,97.51,24.53
2019-08-09 11:00:00,33.01,61.32,9.68,102.2,0.05,97.49,24.6
2019-08-09 12:00:00,33.47,60.28,9.21,99.2,0.1,97.42,24.73
2019-08-09 13:00:00,33.53,60.68,8.82,94.2,0.11,97.35,24.91
2019-08-09 14:00:00,33.31,61.89,8.48,90.1,0.07,97.27,25.03
2019-08-09 15:00:00,33.0,63.43,8.15,88.0,0.03,97.22,25.15
2019-08-09 16:00:00,32.38,66.36,7.37,86.9,0.01,97.2,25.33
2019-08-09 17:00:00,31.28,72.14,5.98,86.4,0.0,97.23,25.68
2019-08-09 18:00:00,29.92,78.97,4.81,85.3,0.01,97.3,25.91
2019-08-09 19:00:00,29.1,84.18,4.07,84.5,0.02,97.38,26.18
2019-08-09 20:00:00,28.52,88.04,3.8,84.9,0.05,97.44,26.36
2019-08-09 21:00:00,28.0,90.97,3.88,85.1,0.11,97.47,26.41
2019-08-09 22:00:00,27.57,93.3,4.16,83.1,0.21,97.48,26.42
2019-08-09 23:00:00,27.24,94.9,4.4,80.5,0.3,97.47,26.38
2019-08-10 00:00:00,26.98,95.6,4.56,80.7,0.31,97.44,26.24
2019-08-10 01:00:00,26.71,95.67,4.72,83.9,0.28,97.42,26.0
2019-08-10 02:00:00,26.44,95.51,5.0,86.8,0.18,97.4,25.69
2019-08-10 03:00:00,26.13,95.7,4.96,88.7,0.09,97.41,25.42
2019-08-10 04:00:00,25.83,95.86,4.86,88.8,0.08,97.41,25.15
2019-08-10 05:00:00,25.71,95.3,4.95,89.2,0.12,97.46,24.93
2019-08-10 06:00:00,26.3,91.82,5.71,94.7,0.1,97.52,24.9
2019-08-10 07:00:00,27.37,84.48,6.27,107.2,0.09,97.6,24.54
2019-08-10 08:00:00,28.63,75.18,7.12,118.9,0.01,97.65,23.82
2019-08-10 09:00:00,29.73,69.17,7.74,125.4,0.01,97.65,23.5
2019-08-10 10:00:00,30.82,65.24,7.81,129.0,0.01,97.63,23.57
2019-08-10 11:00:00,31.74,62.46,7.67,131.9,0.02,97.57,23.71
2019-08-10 12:00:00,32.52,60.38,7.49,135.5,0.01,97.49,23.89
2019-08-10 13:00:00,32.83,59.91,7.07,139.6,0.01,97.43,24.03
2019-08-10 14:00:00,32.94,60.09,6.4,142.2,0.0,97.38,24.19
2019-08-10 15:00:00,32.75,61.18,5.69,143.2,0.0,97.35,24.32
2019-08-10 16:00:00,32.18,63.75,4.93,143.7,0.0,97.34,24.47
2019-08-10 17:00:00,31.07,70.41,3.63,143.7,0.0,97.37,25.08
2019-08-10 18:00:00,29.36,79.46,2.41,139.7,0.0,97.42,25.46
2019-08-10 19:00:00,28.6,82.56,2.31,132.4,0.0,97.51,25.37
2019-08-10 20:00:00,28.21,83.96,2.49,126.8,0.0,97.6,25.27
2019-08-10 21:00:00,27.82,85.32,2.64,129.8,0.0,97.65,25.16
2019-08-10 22:00:00,27.47,86.67,2.65,140.4,0.0,97.65,25.08
2019-08-10 23:00:00,27.11,88.21,2.6,151.6,0.0,97.65,25.01
2019-08-11 00:00:00,26.76,89.98,2.47,157.6,0.0,97.62,24.99
2019-08-11 01:00:00,26.46,91.65,2.32,158.0,0.0,97.59,25.02
2019-08-11 02:00:00,26.22,93.04,2.14,155.7,0.0,97.59,25.03
2019-08-11 03:00:00,26.07,94.0,2.06,151.6,0.0,97.59,25.06
2019-08-11 04:00:00,25.97,94.78,1.91,147.4,0.0,97.63,25.1
2019-08-11 05:00:00,26.13,94.3,2.16,142.3,0.0,97.68,25.16
2019-08-11 06:00:00,27.36,88.31,2.57,140.1,0.01,97.73,25.28
2019-08-11 07:00:00,29.27,79.17,2.44,148.1,0.02,97.77,25.32
2019-08-11 08:00:00,30.74,73.37,2.37,152.6,0.07,97.79,25.44
2019-08-11 09:00:00,32.06,68.78,2.49,158.3,0.1,97.79,25.62
2019-08-11 10:00:00,33.26,64.17,2.67,162.1,0.16,97.75,25.59
2019-08-11 11:00:00,34.19,60.42,2.86,166.1,0.15,97.67,25.45
2019-08-11 12:00:00,34.76,58.12,3.08,171.8,0.12,97.57,25.32
2019-08-11 13:00:00,34.53,58.46,3.2,179.6,0.08,97.5,25.21
2019-08-11 14:00:00,34.52,58.2,3.12,187.6,0.03,97.43,25.14
2019-08-11 15:00:00,34.27,58.15,2.79,194.3,0.01,97.4,24.88
2019-08-11 16:00:00,33.81,59.68,2.36,199.6,0.0,97.38,24.89
2019-08-11 17:00:00,33.21,61.45,2.07,205.5,0.0,97.4,24.8
2019-08-11 18:00:00,31.59,71.92,1.52,206.2,0.0,97.44,25.91
2019-08-11 19:00:00,30.78,75.56,1.57,202.1,0.0,97.49,25.99
2019-08-11 20:00:00,30.18,76.71,1.74,200.8,0.0,97.55,25.66
2019-08-11 21:00:00,29.51,78.45,1.9,205.9,0.0,97.58,25.39
2019-08-11 22:00:00,28.81,80.61,2.07,215.2,0.0,97.58,25.17
2019-08-11 23:00:00,28.16,82.78,2.32,224.7,0.0,97.57,24.98
2019-08-12 00:00:00,27.6,85.01,2.58,234.2,0.0,97.55,24.88
2019-08-12 01:00:00,27.13,87.4,2.79,242.2,0.0,97.52,24.88
2019-08-12 02:00:00,26.78,89.29,2.94,247.8,0.0,97.51,24.9
2019-08-12 03:00:00,26.52,90.81,2.93,251.5,0.0,97.52,24.92
2019-08-12 04:00:00,26.3,92.12,2.84,255.1,0.0,97.55,24.95
2019-08-12 05:00:00,26.4,92.07,2.98,259.0,0.0,97.61,25.03
2019-08-12 06:00:00,27.81,85.72,3.31,265.3,0.01,97.68,25.22
2019-08-12 07:00:00,30.18,74.94,3.41,286.5,0.11,97.75,25.26
2019-08-12 08:00:00,31.92,67.87,2.64,308.7,0.01,97.8,25.26
2019-08-12 09:00:00,33.18,62.92,2.18,322.1,0.01,97.79,25.19
2019-08-12 10:00:00,33.76,60.47,1.91,324.8,0.01,97.74,25.06
2019-08-12 11:00:00,33.87,59.61,1.48,325.5,0.0,97.65,24.93
2019-08-12 12:00:00,33.97,58.91,0.98,323.7,0.0,97.57,24.82
2019-08-12 13:00:00,34.02,58.55,0.87,310.3,0.0,97.48,24.77
2019-08-12 14:00:00,33.92,59.33,1.13,292.5,0.0,97.41,24.89
2019-08-12 15:00:00,33.77,60.18,1.46,284.7,0.0,97.37,25.0
2019-08-12 16:00:00,33.44,62.82,1.39,287.5,0.0,97.39,25.39
2019-08-12 17:00:00,32.98,63.94,1.31,284.6,0.0,97.42,25.26
2019-08-12 18:00:00,31.63,73.76,1.24,264.0,0.0,97.44,26.37
2019-08-12 19:00:00,30.93,77.55,1.35,245.5,0.0,97.47,26.57
2019-08-12 20:00:00,30.55,78.42,1.38,230.9,0.0,97.51,26.39
2019-08-12 21:00:00,30.16,79.38,1.39,220.3,0.0,97.56,26.22
