timestamp,T2M,RH2M,WS10M,WD10M,PRECTOTCORR,PS,T2MDEW
2019-06-25 00:00:00,32.21,59.94,3.12,93.7,0.0,97.89,23.47
2019-06-25 01:00:00,31.79,61.73,2.74,96.1,0.0,97.88,23.57
2019-06-25 02:00:00,31.42,63.44,2.2,96.3,0.0,97.87,23.66
2019-06-25 03:00:00,31.1,64.94,1.57,92.9,0.0,97.87,23.75
2019-06-25 04:00:00,30.81,66.31,0.95,85.2,0.01,97.89,23.82
2019-06-25 05:00:00,31.14,64.93,0.98,91.2,0.01,97.93,23.79
2019-06-25 06:00:00,32.84,56.38,0.92,208.0,0.09,97.96,23.04
2019-06-25 07:00:00,34.24,49.9,1.49,250.0,0.12,98.0,22.32
2019-06-25 08:00:00,35.78,44.28,1.66,266.6,0.0,98.0,21.75
2019-06-25 09:00:00,37.36,39.69,1.7,279.5,0.0,97.98,21.39
2019-06-25 10:00:00,38.79,36.15,1.82,287.9,0.0,97.92,21.11
2019-06-25 11:00:00,40.07,33.17,1.94,292.7,0.0,97.84,20.82
2019-06-25 12:00:00,40.98,31.08,2.09,294.4,0.0,97.74,20.55
2019-06-25 13:00:00,41.47,29.74,2.27,294.0,0.0,97.66,20.26
2019-06-25 14:00:00,41.6,29.06,2.43,292.0,0.0,97.6,19.99
2019-06-25 15:00:00,41.12,29.43,2.64,291.1,0.0,97.55,19.79
2019-06-25 16:00:00,40.46,30.35,2.81,291.3,0.0,97.51,19.72
2019-06-25 17:00:00,39.56,31.8,2.9,292.8,0.0,97.51,19.71
2019-06-25 18:00:00,38.14,35.21,2.22,295.3,0.0,97.55,20.12
2019-06-25 19:00:00,36.9,38.82,1.81,300.1,0.0,97.61,20.62
2019-06-25 20:00:00,36.29,39.78,2.0,301.9,0.0,97.67,20.47
2019-06-25 21:00:00,35.69,40.97,2.08,303.2,0.0,97.73,20.41
2019-06-25 22:00:00,35.15,42.14,2.05,304.9,0.0,97.75,20.39
2019-06-25 23:00:00,34.7,43.2,1.94,306.0,0.0,97.75,20.38
2019-06-26 00:00:00,34.25,44.25,1.77,306.3,0.0,97.72,20.36
2019-06-26 01:00:00,33.82,45.2,1.62,305.9,0.0,97.7,20.32
2019-06-26 02:00:00,33.43,46.21,1.65,305.9,0.0,97.67,20.33
2019-06-26 03:00:00,33.08,47.21,1.82,307.9,0.0,97.66,20.36
2019-06-26 04:00:00,32.71,48.36,1.99,309.9,0.0,97.67,20.41
2019-06-26 05:00:00,33.34,46.81,3.04,310.9,0.0,97.69,20.46
2019-06-26 06:00:00,35.39,42.24,3.87,301.6,0.0,97.72,20.64
2019-06-26 07:00:00,37.23,38.39,4.25,293.4,0.0,97.74,20.72
2019-06-26 08:00:00,38.84,35.08,4.35,293.3,0.02,97.74,20.68
2019-06-26 09:00:00,40.33,32.1,4.38,296.7,0.01,97.72,20.53
2019-06-26 10:00:00,41.74,29.2,4.43,301.3,0.0,97.66,20.2
2019-06-26 11:00:00,42.83,26.79,4.54,306.0,0.0,97.58,19.73
2019-06-26 12:00:00,43.7,24.66,4.69,310.6,0.0,97.47,19.13
2019-06-26 13:00:00,44.26,22.8,4.9,314.1,0.0,97.37,18.33
2019-06-26 14:00:00,44.26,21.39,5.2,315.6,0.0,97.29,17.32
2019-06-26 15:00:00,43.88,20.41,5.57,316.0,0.0,97.23,16.28
2019-06-26 16:00:00,43.01,20.27,5.89,315.6,0.0,97.21,15.47
2019-06-26 17:00:00,41.67,21.11,5.88,314.9,0.0,97.22,15.0
2019-06-26 18:00:00,39.3,24.22,4.02,313.9,0.0,97.28,15.18
2019-06-26 19:00:00,37.18,27.86,3.15,312.6,0.0,97.35,15.58
2019-06-26 20:00:00,36.13,29.89,2.97,310.5,0.0,97.43,15.77
2019-06-26 21:00:00,35.14,32.07,2.78,306.2,0.0,97.49,16.02
2019-06-26 22:00:00,34.28,33.99,2.68,299.5,0.0,97.51,16.19
2019-06-26 23:00:00,33.5,35.71,2.64,291.8,0.0,97.51,16.28
2019-06-27 00:00:00,32.82,37.27,2.64,283.6,0.0,97.49,16.35
2019-06-27 01:00:00,32.26,38.77,2.67,275.4,0.0,97.45,16.48
2019-06-27 02:00:00,31.82,40.03,2.69,271.7,0.0,97.41,16.6
2019-06-27 03:00:00,31.47,40.96,2.69,272.3,0.0,97.4,16.64
2019-06-27 04:00:00,31.19,41.69,2.7,275.1,0.0,97.4,16.67
2019-06-27 05:00:00,32.34,39.16,3.32,281.5,0.0,97.42,16.71
2019-06-27 06:00:00,34.71,34.39,4.15,287.7,0.0,97.45,16.76
2019-06-27 07:00:00,38.2,27.06,5.05,301.0,0.0,97.47,15.98
2019-06-27 08:00:00,40.47,22.8,5.36,311.2,0.0,97.48,15.21
2019-06-27 09:00:00,41.96,21.02,5.42,312.2,0.0,97.47,15.16
2019-06-27 10:00:00,43.07,20.07,5.59,309.3,0.0,97.42,15.35
2019-06-27 11:00:00,43.76,19.67,5.89,306.9,0.0,97.35,15.6
2019-06-27 12:00:00,44.18,19.65,6.27,305.9,0.0,97.26,15.93
2019-06-27 13:00:00,44.29,19.98,6.62,306.1,0.0,97.19,16.27
2019-06-27 14:00:00,43.93,20.69,6.74,305.0,0.0,97.13,16.54
2019-06-27 15:00:00,43.33,21.49,6.78,304.0,0.0,97.07,16.64
2019-06-27 16:00:00,42.36,22.58,6.74,303.8,0.0,97.03,16.63
2019-06-27 17:00:00,41.07,23.96,6.4,303.7,0.0,97.05,16.47
2019-06-27 18:00:00,39.33,26.08,4.85,303.7,0.0,97.09,16.37
2019-06-27 19:00:00,37.48,28.74,3.47,303.4,0.0,97.15,16.32
2019-06-27 20:00:00,36.32,30.58,3.12,301.5,0.0,97.21,16.3
2019-06-27 21:00:00,35.23,32.71,2.89,298.3,0.0,97.27,16.4
2019-06-27 22:00:00,34.28,34.74,2.81,295.9,0.0,97.3,16.53
2019-06-27 23:00:00,33.38,37.01,2.78,293.3,0.0,97.3,16.75
2019-06-28 00:00:00,32.53,39.51,2.72,289.8,0.0,97.29,17.01
2019-06-28 01:00:00,31.77,42.06,2.67,284.8,0.0,97.28,17.32
2019-06-28 02:00:00,31.16,44.62,2.66,280.2,0.0,97.27,17.72
2019-06-28 03:00:00,30.73,47.08,2.67,278.2,0.0,97.27,18.17
2019-06-28 04:00:00,30.38,49.57,2.59,280.7,0.0,97.29,18.68
2019-06-28 05:00:00,31.29,48.59,3.32,288.8,0.0,97.33,19.19
2019-06-28 06:00:00,33.55,44.1,3.61,298.6,0.0,97.37,19.68
2019-06-28 07:00:00,37.22,36.37,4.99,307.4,0.0,97.4,19.84
2019-06-28 08:00:00,39.34,31.66,4.95,308.5,0.0,97.39,19.44
2019-06-28 09:00:00,41.07,28.33,4.88,306.2,0.0,97.37,19.15
2019-06-28 10:00:00,42.58,25.75,5.02,304.2,0.0,97.31,18.89
2019-06-28 11:00:00,43.87,23.65,5.27,303.5,0.0,97.23,18.6
2019-06-28 12:00:00,44.8,22.07,5.61,303.5,0.0,97.14,18.26
2019-06-28 13:00:00,45.26,21.01,6.1,304.2,0.0,97.05,17.87
2019-06-28 14:00:00,45.31,20.33,6.59,305.2,0.0,96.99,17.38
2019-06-28 15:00:00,44.77,20.5,6.97,306.5,0.0,96.92,17.08
2019-06-28 16:00:00,43.76,21.41,7.13,307.4,0.0,96.89,16.93
2019-06-28 17:00:00,42.39,22.79,6.82,307.2,0.0,96.89,16.79
2019-06-28 18:00:00,40.44,25.07,5.04,306.3,0.0,96.93,16.67
2019-06-28 19:00:00,38.37,28.0,3.58,304.9,0.0,96.99,16.66
2019-06-28 20:00:00,37.25,29.68,3.35,305.2,0.0,97.07,16.62
2019-06-28 21:00:00,36.09,31.64,3.0,303.8,0.0,97.13,16.64
2019-06-28 22:00:00,35.01,33.81,2.7,298.3,0.0,97.17,16.75
2019-06-28 23:00:00,34.11,35.92,2.55,288.3,0.0,97.19,16.9
2019-06-29 00:00:00,33.39,37.85,2.52,276.4,0.0,97.19,17.09
2019-06-29 01:00:00,32.82,39.54,2.55,266.4,0.0,97.19,17.29
2019-06-29 02:00:00,32.37,41.06,2.61,261.2,0.0,97.2,17.48
2019-06-29 03:00:00,32.07,42.32,2.65,260.9,0.0,97.22,17.69
2019-06-29 04:00:00,31.7,43.92,2.56,263.3,0.0,97.24,17.95
2019-06-29 05:00:00,32.33,43.06,3.27,266.7,0.0,97.27,18.2
2019-06-29 06:00:00,34.41,38.5,3.64,270.8,0.0,97.29,18.27
2019-06-29 07:00:00,38.21,29.67,4.94,287.7,0.0,97.31,17.44
2019-06-29 08:00:00,40.58,24.78,5.06,295.5,0.0,97.32,16.6
2019-06-29 09:00:00,42.37,21.73,5.11,298.3,0.0,97.3,16.01
2019-06-29 10:00:00,43.9,19.44,5.26,299.9,0.0,97.26,15.54
2019-06-29 11:00:00,45.06,17.93,5.56,300.3,0.0,97.19,15.22
2019-06-29 12:00:00,45.78,17.11,6.02,299.8,0.0,97.11,15.06
2019-06-29 13:00:00,46.0,16.85,6.53,299.2,0.0,97.03,14.99
2019-06-29 14:00:00,45.54,17.17,6.86,299.0,0.0,96.96,14.92
2019-06-29 15:00:00,44.76,18.03,7.01,298.7,0.0,96.9,15.06
2019-06-29 16:00:00,43.64,19.41,6.92,297.9,0.0,96.89,15.31
2019-06-29 17:00:00,42.25,21.13,6.37,296.5,0.0,96.9,15.49
2019-06-29 18:00:00,40.34,23.62,4.34,293.9,0.0,96.96,15.65
2019-06-29 19:00:00,38.43,26.36,3.01,290.2,0.0,97.05,15.76
2019-06-29 20:00:00,37.55,27.74,2.71,289.2,0.0,97.12,15.83
2019-06-29 21:00:00,36.76,29.18,2.46,290.4,0.0,97.19,15.93
2019-06-29 22:00:00,36.07,30.54,2.29,291.8,0.0,97.22,16.06
2019-06-29 23:00:00,35.47,31.97,2.17,293.6,0.0,97.22,16.25
2019-06-30 00:00:00,34.91,33.84,2.06,297.2,0.15,97.2,16.67
2019-06-30 01:00:00,34.26,37.13,1.98,304.7,0.15,97.17,17.56
2019-06-30 02:00:00,33.64,39.69,1.93,312.5,0.15,97.15,18.07
2019-06-30 03:00:00,33.09,41.39,1.8,320.2,0.0,97.16,18.25
2019-06-30 04:00:00,32.55,42.44,1.58,332.1,0.0,97.21,18.16
2019-06-30 05:00:00,32.86,41.88,1.37,349.1,0.0,97.27,18.23
2019-06-30 06:00:00,34.65,36.5,1.46,6.7,0.0,97.33,17.65
2019-06-30 07:00:00,37.69,30.18,1.59,358.9,0.0,97.37,17.27
2019-06-30 08:00:00,40.06,26.36,2.33,340.5,0.0,97.38,17.14
2019-06-30 09:00:00,41.91,23.54,3.05,334.8,0.0,97.35,16.9
2019-06-30 10:00:00,43.49,21.24,3.44,333.4,0.0,97.3,16.58
2019-06-30 11:00:00,44.86,19.32,3.66,332.3,0.0,97.22,16.22
2019-06-30 12:00:00,45.74,17.96,3.82,330.6,0.0,97.14,15.78
2019-06-30 13:00:00,46.22,16.98,4.02,327.7,0.0,97.05,15.29
2019-06-30 14:00:00,46.28,16.35,4.22,324.8,0.0,96.98,14.74
2019-06-30 15:00:00,45.92,16.17,4.5,322.2,0.0,96.93,14.28
2019-06-30 16:00:00,45.09,16.5,4.8,320.7,0.0,96.92,13.95
2019-06-30 17:00:00,43.89,17.34,4.77,321.3,0.0,96.95,13.75
2019-06-30 18:00:00,41.2,20.52,2.92,324.3,0.0,96.99,14.17
2019-06-30 19:00:00,39.21,23.04,2.74,330.0,0.0,97.06,14.34
2019-06-30 20:00:00,38.22,24.33,2.67,335.9,0.0,97.15,14.34
2019-06-30 21:00:00,37.21,25.86,2.48,341.6,0.0,97.24,14.46
2019-06-30 22:00:00,36.34,27.34,2.18,348.6,0.0,97.29,14.57
2019-06-30 23:00:00,35.74,28.45,1.76,358.4,0.0,97.32,14.67
2019-07-01 00:00:00,35.34,29.19,1.33,13.0,0.01,97.33,14.74
2019-07-01 01:00:00,34.81,30.42,1.09,29.2,0.01,97.34,14.92
2019-07-01 02:00:00,34.11,32.46,1.01,48.6,0.01,97.33,15.32
2019-07-01 03:00:00,33.34,35.07,1.13,74.6,0.0,97.35,15.85
2019-07-01 04:00:00,32.45,38.34,1.41,96.5,0.0,97.39,16.47
2019-07-01 05:00:00,32.86,39.46,1.85,111.3,0.0,97.44,17.28
2019-07-01 06:00:00,35.14,35.83,2.69,120.9,0.0,97.49,17.78
2019-07-01 07:00:00,37.89,29.64,1.93,124.4,0.0,97.53,17.16
2019-07-01 08:00:00,39.75,25.87,0.69,92.5,0.02,97.54,16.59
2019-07-01 09:00:00,41.41,23.14,1.01,11.4,0.07,97.51,16.21
2019-07-01 10:00:00,42.82,21.13,1.64,359.7,0.04,97.45,15.95
2019-07-01 11:00:00,43.98,19.53,2.07,354.2,0.02,97.34,15.67
2019-07-01 12:00:00,44.81,18.44,2.39,347.9,0.01,97.25,15.44
2019-07-01 13:00:00,45.23,17.8,2.69,340.5,0.0,97.15,15.24
2019-07-01 14:00:00,45.19,17.59,3.06,334.0,0.0,97.08,15.0
2019-07-01 15:00:00,44.82,17.67,3.46,330.4,0.0,97.01,14.78
2019-07-01 16:00:00,44.06,18.2,3.81,329.1,0.0,96.99,14.64
2019-07-01 17:00:00,42.93,19.28,3.91,330.4,0.0,97.02,14.62
2019-07-01 18:00:00,40.69,22.26,2.48,335.5,0.0,97.08,15.03
2019-07-01 19:00:00,38.9,24.76,2.38,344.6,0.0,97.16,15.19
2019-07-01 20:00:00,38.05,25.83,2.39,354.5,0.0,97.24,15.12
2019-07-01 21:00:00,37.15,27.02,2.32,6.2,0.0,97.31,15.07
2019-07-01 22:00:00,36.29,28.22,2.22,20.8,0.0,97.34,15.02
2019-07-01 23:00:00,35.51,29.44,2.11,36.7,0.0,97.36,15.01
2019-07-02 00:00:00,34.79,30.9,1.98,50.8,0.0,97.35,15.16
2019-07-02 01:00:00,34.12,32.62,1.81,60.9,0.0,97.33,15.41
2019-07-02 02:00:00,33.52,34.71,1.76,63.0,0.0,97.32,15.85
2019-07-02 03:00:00,33.02,36.83,1.79,63.4,0.0,97.34,16.35
2019-07-02 04:00:00,32.63,38.7,1.74,65.2,0.0,97.39,16.77
2019-07-02 05:00:00,33.38,37.91,1.51,65.0,0.0,97.45,17.1
2019-07-02 06:00:00,35.85,33.1,1.99,56.1,0.0,97.51,17.12
2019-07-02 07:00:00,39.05,26.07,2.51,42.3,0.0,97.56,16.12
2019-07-02 08:00:00,40.95,22.63,2.62,34.1,0.0,97.59,15.49
2019-07-02 09:00:00,42.35,20.82,2.67,22.0,0.0,97.6,15.34
2019-07-02 10:00:00,43.4,19.58,3.06,8.6,0.0,97.55,15.24
2019-07-02 11:00:00,44.11,18.72,3.63,359.8,0.0,97.46,15.11
2019-07-02 12:00:00,44.94,17.8,4.14,355.0,0.0,97.37,15.01
2019-07-02 13:00:00,45.24,17.29,4.51,351.8,0.0,97.29,14.79
2019-07-02 14:00:00,44.97,17.15,4.53,350.0,0.0,97.21,14.45
2019-07-02 15:00:00,44.14,17.57,4.47,349.0,0.0,97.15,14.16
2019-07-02 16:00:00,43.25,18.22,4.36,350.1,0.0,97.13,14.02
2019-07-02 17:00:00,42.11,19.18,4.09,353.4,0.0,97.15,13.88
2019-07-02 18:00:00,40.05,21.57,2.45,358.4,0.0,97.21,14.0
2019-07-02 19:00:00,38.2,23.93,2.15,7.2,0.0,97.3,14.07
2019-07-02 20:00:00,37.29,25.21,1.98,21.6,0.0,97.39,14.12
2019-07-02 21:00:00,36.91,26.15,1.58,45.8,0.0,97.46,14.37
2019-07-02 22:00:00,36.4,27.76,1.43,89.6,0.0,97.48,14.85
2019-07-02 23:00:00,35.52,31.27,1.91,128.8,0.0,97.48,15.94
2019-07-03 00:00:00,35.11,36.13,2.97,151.6,0.0,97.49,17.84
2019-07-03 01:00:00,34.6,42.3,4.53,165.0,0.0,97.5,19.9
2019-07-03 02:00:00,33.88,48.51,5.19,171.1,0.0,97.53,21.5
2019-07-03 03:00:00,33.28,52.4,5.26,174.3,0.0,97.55,22.23
2019-07-03 04:00:00,32.84,54.44,4.76,171.5,0.0,97.58,22.47
2019-07-03 05:00:00,32.97,54.3,4.81,169.2,0.0,97.61,22.54
2019-07-03 06:00:00,34.11,50.37,4.96,171.0,0.0,97.64,22.34
2019-07-03 07:00:00,35.81,44.52,4.01,170.5,0.0,97.65,21.87
2019-07-03 08:00:00,37.61,39.04,2.84,165.1,0.49,97.63,21.33
2019-07-03 09:00:00,39.24,34.42,2.05,150.4,0.52,97.61,20.72
2019-07-03 10:00:00,40.56,31.06,1.86,133.0,0.3,97.57,20.19
2019-07-03 11:00:00,41.73,28.49,1.99,125.2,0.11,97.53,19.77
2019-07-03 12:00:00,42.31,27.16,2.12,123.5,0.07,97.46,19.49
2019-07-03 13:00:00,42.52,26.55,2.17,120.8,0.07,97.4,19.31
2019-07-03 14:00:00,42.05,27.03,2.0,121.7,0.07,97.33,19.2
2019-07-03 15:00:00,41.54,27.75,1.73,124.9,0.1,97.28,19.19
2019-07-03 16:00:00,40.95,28.6,1.69,129.7,0.1,97.25,19.19
2019-07-03 17:00:00,40.01,30.15,1.97,139.9,0.09,97.25,19.23
2019-07-03 18:00:00,38.85,32.67,2.42,156.4,0.05,97.29,19.49
2019-07-03 19:00:00,37.72,35.84,3.59,171.5,0.01,97.33,19.94
2019-07-03 20:00:00,36.59,38.62,4.9,179.1,0.0,97.4,20.13
2019-07-03 21:00:00,35.24,41.53,5.5,186.5,0.0,97.44,20.17
2019-07-03 22:00:00,34.0,44.9,5.6,194.1,0.0,97.46,20.36
2019-07-03 23:00:00,33.11,47.54,5.33,199.6,0.0,97.45,20.48
2019-07-04 00:00:00,32.53,49.68,4.77,202.8,0.0,97.43,20.68
2019-07-04 01:00:00,32.2,51.21,4.14,203.7,0.0,97.43,20.88
2019-07-04 02:00:00,32.07,52.01,3.49,201.7,0.0,97.43,21.01
2019-07-04 03:00:00,32.03,52.42,2.79,198.2,0.0,97.43,21.09
2019-07-04 04:00:00,31.89,53.05,2.18,198.4,0.0,97.47,21.16
2019-07-04 05:00:00,32.41,51.44,2.78,203.5,0.0,97.5,21.14
2019-07-04 06:00:00,34.15,45.04,3.21,207.8,0.01,97.53,20.57
2019-07-04 07:00:00,36.28,37.78,2.89,187.1,0.03,97.55,19.62
2019-07-04 08:00:00,38.01,33.97,2.43,174.8,0.06,97.54,19.42
2019-07-04 09:00:00,39.66,31.16,1.53,175.1,0.04,97.51,19.46
2019-07-04 10:00:00,40.99,28.93,0.53,183.2,0.04,97.45,19.41
2019-07-04 11:00:00,41.99,27.24,0.37,334.1,0.05,97.37,19.29
2019-07-04 12:00:00,42.69,26.08,0.9,344.6,0.04,97.26,19.18
2019-07-04 13:00:00,42.48,26.28,1.16,347.0,0.03,97.19,19.12
2019-07-04 14:00:00,42.34,26.4,1.35,356.2,0.04,97.13,19.09
2019-07-04 15:00:00,41.83,27.09,1.52,7.2,0.04,97.1,19.07
2019-07-04 16:00:00,41.01,28.26,1.59,11.9,0.04,97.08,19.06
2019-07-04 17:00:00,39.95,29.9,1.58,14.3,0.03,97.09,19.05
2019-07-04 18:00:00,38.69,32.63,1.31,13.7,0.0,97.13,19.35
2019-07-04 19:00:00,37.53,35.14,1.0,2.3,0.0,97.18,19.5
2019-07-04 20:00:00,36.82,36.35,1.23,349.2,0.0,97.24,19.45
2019-07-04 21:00:00,36.19,37.48,1.45,338.9,0.0,97.27,19.4
2019-07-04 22:00:00,35.66,38.65,1.55,336.9,0.0,97.29,19.43
2019-07-04 23:00:00,35.22,39.76,1.53,342.5,0.0,97.3,19.51
2019-07-05 00:00:00,34.85,40.83,1.64,351.2,0.0,97.3,19.6
2019-07-05 01:00:00,34.45,42.05,2.12,356.5,0.01,97.29,19.71
2019-07-05 02:00:00,33.9,43.78,2.37,358.3,0.01,97.27,19.88
2019-07-05 03:00:00,33.32,45.51,2.48,357.0,0.01,97.24,19.99
2019-07-05 04:00:00,32.75,47.23,2.7,355.1,0.01,97.22,20.06
2019-07-05 05:00:00,32.56,48.11,3.12,355.6,0.05,97.22,20.19
2019-07-05 06:00:00,34.23,42.61,2.88,0.2,0.26,97.25,19.74
2019-07-05 07:00:00,36.68,35.89,1.88,9.2,0.4,97.27,19.16
2019-07-05 08:00:00,38.32,32.93,1.21,9.0,1.25,97.28,19.2
2019-07-05 09:00:00,39.42,31.55,1.02,353.8,1.67,97.28,19.46
2019-07-05 10:00:00,40.05,31.58,1.02,338.2,2.07,97.25,20.02
2019-07-05 11:00:00,39.67,33.89,1.04,329.2,2.62,97.19,20.84
2019-07-05 12:00:00,39.12,36.9,0.91,317.2,2.55,97.12,21.74
2019-07-05 13:00:00,38.71,38.86,0.72,298.4,1.95,97.07,22.22
2019-07-05 14:00:00,38.41,40.03,0.41,287.1,1.13,97.0,22.45
2019-07-05 15:00:00,38.1,40.93,0.13,147.5,0.67,96.95,22.54
2019-07-05 16:00:00,37.39,43.22,0.82,133.0,0.34,96.92,22.8
2019-07-05 17:00:00,36.56,47.97,1.47,136.7,0.17,96.93,23.76
2019-07-05 18:00:00,34.91,55.03,2.16,137.4,0.08,96.96,24.48
2019-07-05 19:00:00,32.98,67.36,2.52,137.9,0.04,97.03,26.14
2019-07-05 20:00:00,32.06,68.68,3.51,140.8,0.04,97.11,25.59
2019-07-05 21:00:00,31.4,71.91,3.79,146.9,0.06,97.18,25.74
2019-07-05 22:00:00,30.97,74.16,3.47,152.0,0.08,97.21,25.85
2019-07-05 23:00:00,30.69,75.25,3.0,155.4,0.09,97.22,25.82
2019-07-06 00:00:00,30.5,75.64,2.56,158.4,0.09,97.2,25.73
2019-07-06 01:00:00,30.32,76.05,2.12,161.8,0.14,97.17,25.65
2019-07-06 02:00:00,30.17,76.58,1.62,169.0,0.15,97.14,25.62
2019-07-06 03:00:00,30.04,77.21,1.09,185.8,0.14,97.13,25.63
2019-07-06 04:00:00,29.86,78.3,0.82,219.1,0.14,97.12,25.7
2019-07-06 05:00:00,30.01,76.92,1.44,260.0,0.15,97.13,25.53
2019-07-06 06:00:00,31.71,65.61,2.21,283.1,0.22,97.12,24.48
2019-07-06 07:00:00,33.95,52.61,2.91,303.4,0.18,97.1,22.92
2019-07-06 08:00:00,35.74,45.43,3.2,315.4,0.0,97.1,22.15
2019-07-06 09:00:00,37.43,40.23,3.23,321.3,0.0,97.09,21.66
2019-07-06 10:00:00,38.91,36.36,2.99,325.8,0.0,97.07,21.32
2019-07-06 11:00:00,40.18,33.25,2.71,332.3,0.0,97.02,20.97
2019-07-06 12:00:00,40.88,31.29,2.51,341.2,0.0,96.94,20.58
2019-07-06 13:00:00,41.09,30.2,2.44,350.6,0.0,96.88,20.19
2019-07-06 14:00:00,40.86,30.0,2.4,2.6,0.0,96.83,19.89
2019-07-06 15:00:00,40.31,30.28,2.46,21.7,0.0,96.79,19.57
2019-07-06 16:00:00,39.18,31.86,2.48,43.7,0.0,96.78,19.41
2019-07-06 17:00:00,37.95,34.16,2.55,69.1,0.0,96.79,19.47
2019-07-06 18:00:00,36.15,41.07,2.21,92.3,0.0,96.84,20.85
2019-07-06 19:00:00,34.93,44.67,3.27,106.7,0.0,96.93,21.13
2019-07-06 20:00:00,34.16,47.66,4.32,113.0,0.0,97.03,21.49
2019-07-06 21:00:00,33.25,52.35,4.8,118.1,0.0,97.12,22.2
2019-07-06 22:00:00,32.46,56.07,4.93,126.8,0.0,97.17,22.6
2019-07-06 23:00:00,31.7,59.01,5.17,138.6,0.0,97.2,22.73
2019-07-07 00:00:00,30.88,62.28,5.06,145.6,0.0,97.21,22.84
2019-07-07 01:00:00,30.14,65.43,4.53,148.5,0.0,97.22,22.97
2019-07-07 02:00:00,29.7,67.34,3.65,149.0,0.0,97.23,23.02
2019-07-07 03:00:00,29.52,68.04,2.8,147.4,0.0,97.23,23.03
2019-07-07 04:00:00,29.39,68.67,2.12,147.5,0.0,97.24,23.06
2019-07-07 05:00:00,29.52,68.29,1.51,148.8,0.0,97.27,23.09
2019-07-07 06:00:00,30.36,64.61,0.63,167.1,0.0,97.32,22.96
2019-07-07 07:00:00,32.07,56.1,0.72,306.6,0.0,97.34,22.24
2019-07-07 08:00:00,33.89,49.06,1.4,321.7,1.19,97.33,21.73
2019-07-07 09:00:00,35.33,45.37,1.56,322.5,0.85,97.32,21.74
2019-07-07 10:00:00,36.63,42.52,1.55,321.3,0.69,97.28,21.85
2019-07-07 11:00:00,37.69,40.37,1.49,321.0,0.64,97.22,21.95
2019-07-07 12:00:00,38.33,39.01,1.46,319.4,0.59,97.13,21.95
2019-07-07 13:00:00,38.68,38.18,1.48,315.0,0.56,97.06,21.91
2019-07-07 14:00:00,38.78,37.76,1.55,308.7,0.39,97.0,21.82
2019-07-07 15:00:00,38.43,38.37,1.63,308.3,0.38,96.96,21.76
2019-07-07 16:00:00,37.62,40.2,1.61,311.2,0.37,96.95,21.81
2019-07-07 17:00:00,36.74,43.32,1.42,311.0,0.27,96.98,22.25
2019-07-07 18:00:00,35.75,49.03,1.07,304.0,0.22,97.02,23.35
2019-07-07 19:00:00,34.69,59.8,0.92,295.7,0.17,97.06,25.63
2019-07-07 20:00:00,34.17,61.25,0.87,294.5,0.16,97.12,25.51
2019-07-07 21:00:00,33.93,59.36,0.77,302.9,0.11,97.19,24.76
2019-07-07 22:00:00,33.73,60.18,0.57,315.0,0.1,97.25,24.79
2019-07-07 23:00:00,33.72,57.3,0.46,308.9,0.09,97.29,24.04
2019-07-08 00:00:00,33.36,59.34,0.54,288.4,0.12,97.31,24.2
2019-07-08 01:00:00,33.03,61.13,0.57,279.1,0.18,97.29,24.4
2019-07-08 02:00:00,32.44,66.08,0.53,280.9,0.11,97.27,25.1
2019-07-08 03:00:00,31.85,69.37,0.58,294.4,0.07,97.24,25.36
2019-07-08 04:00:00,31.52,67.29,0.74,309.5,0.03,97.24,24.65
2019-07-08 05:00:00,31.88,63.91,0.98,315.4,0.02,97.26,24.17
2019-07-08 06:00:00,33.65,53.45,1.74,311.5,0.03,97.3,22.9
2019-07-08 07:00:00,35.23,47.18,1.89,312.6,0.03,97.33,22.3
2019-07-08 08:00:00,36.81,42.88,1.93,313.1,0.18,97.35,22.15
2019-07-08 09:00:00,38.25,39.34,2.14,316.7,0.14,97.36,22.02
2019-07-08 10:00:00,39.5,36.3,2.48,317.0,0.13,97.32,21.8
2019-07-08 11:00:00,40.29,34.14,2.84,316.6,0.15,97.25,21.5
2019-07-08 12:00:00,40.88,32.72,3.05,314.7,0.14,97.16,21.31
2019-07-08 13:00:00,41.18,31.75,3.14,311.8,0.18,97.07,21.07
2019-07-08 14:00:00,41.17,31.31,3.01,306.0,0.17,97.0,20.84
2019-07-08 15:00:00,40.88,31.45,2.77,296.8,0.11,96.95,20.67
2019-07-08 16:00:00,40.23,32.26,2.5,286.5,0.06,96.94,20.52
2019-07-08 17:00:00,39.05,35.02,2.13,274.0,0.01,96.96,20.81
2019-07-08 18:00:00,37.38,44.87,1.53,253.7,0.0,97.01,23.35
2019-07-08 19:00:00,36.22,48.65,1.87,236.3,0.0,97.07,23.66
2019-07-08 20:00:00,35.49,49.32,2.25,230.2,0.0,97.13,23.27
2019-07-08 21:00:00,34.78,51.73,2.52,229.3,0.0,97.17,23.4
2019-07-08 22:00:00,34.09,55.41,2.78,230.7,0.01,97.19,23.91
2019-07-08 23:00:00,33.38,60.15,2.76,233.5,0.04,97.19,24.63
2019-07-09 00:00:00,32.69,65.19,2.43,234.9,0.15,97.18,25.32
2019-07-09 01:00:00,32.06,70.08,2.13,237.3,0.52,97.14,25.94
2019-07-09 02:00:00,31.65,73.1,1.99,241.5,0.62,97.12,26.27
2019-07-09 03:00:00,31.38,74.81,1.88,249.4,0.76,97.1,26.39
